,BLOCK,CHOICE_RT_1,CHOICE_RT_2,CONF_1,CONF_2,CONF_RT_1,CONF_RT_2,CORRECT,CORRECT_2,Chosen_Nr_1,Chosen_Nr_2,Correct_Count,DOTS_LEFT,DOTS_RIGHT,Dot_Diff,Error_Count,GSF_First_Presentation,GSF_Second_Presentation,LEFT_MOST_DOTS,LEFT_PRESENTATION_TIME,Left_IA_First_Dwell_Time,Left_IA_Second_Dwell_Time,PICKED_LEFT_1,PICKED_LEFT_2,Participant,RIGHT_PRESENTATION_TIME,Right_IA_First_Dwell_Time,Right_IA_Second_Dwell_Time,TOTAL_POINTS,TRIAL_POINTS,Unchosen_Nr_1,Unchosen_Nr_2,Which_First,ZConf1,ZConf1ALL,ZConf2,ZConf2ALL,ZDot_Diff,ZRT,sampling_time,session,type,Internal_Saccades_First,Internal_Saccades_Second
3392,8,889,1371,31.37,46.8,689,435,1,1,50,50,2,45,50,5,0,1,3,False,,406,1408,False,False,22,,872,1033,24167,138,45,45,Right,-0.687749574,-0.684369094,-0.11512987400000001,-0.008716833,-0.6989429640000001,-0.269527155,3000.0,Free,"Correct, no change",3,4
3397,8,811,1697,26.87,17.42,707,605,-1,-1,46,46,1,50,46,4,1,1,4,True,,880,1562,False,False,22,,600,1090,24796,77,50,50,Left,-0.8488867059999999,-0.847623391,-1.13199903,-1.029456215,-1.160831845,-0.37888694700000003,3000.0,Free,"Incorrect, no change",2,5
3399,8,1000,2714,33.25,50.38,343,602,1,1,50,50,2,45,50,5,0,1,3,False,,787,1670,False,False,22,,826,1043,25089,141,45,45,Right,-0.620430061,-0.616165077,0.008777259,0.115661894,-0.6989429640000001,-0.113899759,3000.0,Free,"Correct, no change",2,5
3400,8,1231,1643,58.12,32.83,266,242,-1,-1,50,50,0,50,54,4,1,1,5,False,,644,1406,True,True,22,,846,1071,25142,53,54,54,Right,0.27012115600000003,0.286087001,-0.598644582,-0.49407180799999995,-1.160831845,0.20997347100000002,3000.0,Free,"Incorrect, no change",3,5
3601,0,1670,1389,81.83,75.75,646,714,-1,1,44,50,0,50,44,6,1,3,2,True,,838,568,False,True,24,,699,2185,1422,96,50,44,Left,0.831553622,0.822994566,0.15583401800000002,0.37798333,1.034628329,-0.087787375,3000.0,Free,Incorrect to correct,2,6
3604,0,1780,1570,30.22,73.23,1460,673,-1,1,50,56,0,56,50,6,1,1,2,True,,688,368,False,True,24,,728,1640,1910,120,56,50,Right,-0.85277372,-1.082002503,0.054938682999999995,0.27472536,1.034628329,0.016147678000000002,3000.0,Free,Incorrect to correct,4,5
3606,0,1634,1837,66.38,64.55,935,828,-1,1,50,57,1,50,57,7,1,2,3,False,,438,1724,True,False,24,,1237,438,2194,98,57,50,Right,0.327332397,0.252713521,-0.292589692,-0.080940981,1.609759959,-0.121802484,3000.0,Free,Incorrect to correct,0,5
3608,0,1884,1266,92.73,95.43,429,608,1,1,50,50,2,50,42,8,0,1,1,True,,758,2142,True,True,24,,728,364,2570,193,42,42,Right,1.1872825120000001,1.2253287659999998,0.943778536,1.1843789059999998,2.1848915890000002,0.11441354599999999,3000.0,Free,"Correct, no change",3,2
3610,0,1301,2682,92.47,94.72,626,632,1,1,50,50,2,43,50,7,0,1,2,False,,904,428,False,False,24,,812,1959,2933,193,43,43,Left,1.1787972359999999,1.215731803,0.9153516759999999,1.1552863820000001,1.609759959,-0.43644223600000004,3000.0,Free,"Correct, no change",3,8
3611,0,1591,1434,47.07,72.78,614,539,1,1,50,50,1,50,44,6,0,1,3,True,,840,1484,True,True,24,,790,1121,3092,159,44,44,Left,-0.302862545,-0.460045506,0.036921659,0.256286437,1.034628329,-0.162431641,3000.0,Free,"Correct, no change",3,6
3612,0,1883,1369,64.0,71.6,626,798,-1,1,44,50,1,44,50,6,1,1,4,False,,765,1383,True,False,24,,826,1314,3195,103,50,44,Right,0.24965948300000002,0.16486440300000002,-0.010322982,0.207935483,1.034628329,0.11346868199999999,3000.0,Free,Incorrect to correct,4,3
3617,1,1438,1534,89.27,91.52,766,433,-1,-1,45,45,0,45,50,5,1,1,3,False,,894,663,True,True,24,,817,1772,3929,9,50,50,Left,1.0743630659999999,1.097615341,0.787230616,1.024165151,0.459496699,-0.306995852,3000.0,Free,"Incorrect, no change",2,7
